±àºÅ,ÆµÂÊ,±êÇ©
5.0,49.469025038859996,0.0
6.0,49.508047316261,1.0
3.0,49.470416010136006,0.0
1.0,49.467120646947,0.0
0.0,49.487094639782,0.0
7.0,49.47282815206199,0.0
4.0,49.476297858226005,0.0
9.0,49.53376516607099,1.0
