"(6, '1')","(7, '1')","(15, '1')","(18, '1')","(21, '1')","(23, '1')","(26, '1')","(27, '1')","(31, '1')","(32, '1')","(34, '1')","(38, '1')","(42, '1')","(44, '1')","(46, '1')","(50, '1')","(50, '2')","(52, '1')","(55, '1')","(59, '1')","(60, '1')","(62, '1')","(68, '1')","(69, '1')","(72, '1')","(75, '1')","(81, '1')","(84, '1')","(90, '1')","(92, '1')"
0.09715577508444356,0.06488390153777794,0.08652470300974893,0.1160260318210004,0.11981987806648564,0.09996526170361572,0.10238560261459449,0.10943669247900985,0.0960026867396864,0.10982459413164311,0.07292644729369147,0.17435781059538694,0.10161592596746609,0.08082357649448126,0.11572242930033158,0.1053948978244704,0.09966258696589217,0.10149569691086646,0.15743729463769063,0.020162601852164376,0.008553382560598063,0.11762232255125686,0.16996078242567586,0.08939320797828229,0.12335785627887073,0.1019946990050315,0.1204627945235576,0.1035500388057733,0.11781212312672415,0.09676861325236691
0.019170103946062358,0.10836779357056696,0.11627000486636195,0.10822081498216808,0.10866072240354613,0.10464105673032445,0.10508773949717753,0.07472593555122287,0.11782060224841091,0.07507588191590794,0.09371927383198353,0.19262759392764794,0.08543005703219068,0.12098955216981734,0.11763635394433407,0.1087192549642887,0.10633928743616382,0.10009979130339784,0.07396683567038596,0.1410028252474204,0.04717790495588297,0.13628459399291443,0.10678241277509495,0.0026353621864893028,0.16700093678251143,0.023698981957601544,0.07216741107754553,0.1278295935741155,0.1621725709292961,0.10741774310618497
0.05228494847730497,0.19374322705539013,0.05015302020877122,0.15849172658331595,0.049995124158691874,0.06891456845894037,0.0712940746507679,0.07159844341907898,0.07024555373598984,0.04750690734468473,0.1476298748407243,0.13016711561782468,0.14920350121101644,0.07051160745721193,0.04938924798168413,0.049403646110646945,0.14726392374853778,0.13707136563169028,0.0695027321517491,0.14889320914531085,0.09520034135287886,0.1464809989055734,0.1469509151590026,0.06799553036724756,0.19919155169306155,0.07111760253685422,0.0713151934324114,0.06951937225947152,0.07199653783519218,0.030090093006442505
0.016904484159101753,0.15105032190458892,0.08111827840105014,0.028699843172256025,0.07862508739794019,0.14394909202014322,0.036899321011576294,0.07504886550828845,0.05788026481912171,0.09516351788581087,0.17536723619990083,0.0774773502658091,0.018886580790860252,0.142290548607289,0.08585584540167482,0.1792332602111014,0.17659712932418653,0.14657762513317102,0.055038577311829956,0.170160944683464,0.001582990897969089,0.04683089977435368,0.16834887100705664,0.13384363654405337,0.13387459688321812,0.024231647353973453,0.13861401244569044,0.04101986552135003,0.13979897430298688,0.19350325811120705
0.012361861072834926,0.0928326078955283,0.18842097975171618,0.1491388127849467,0.11160285594361899,0.0408780722972954,0.1334264087548819,0.08411684238324227,0.12401721083409561,0.10185412304174261,0.1116455823574713,0.1788935726849755,0.13557809181987426,0.020853315941101853,0.0678282207895078,0.042015602873562444,0.12946678163912034,0.15973760279911453,0.0942975494596078,0.0995053632817931,0.09943769329103633,0.0972652732872035,0.16165249391896433,0.12513996693114604,0.1251972546091936,0.14182097324311205,0.16968558825560953,0.03529771881853187,0.08824571221722141,0.08125206753694901
0.1027737939700975,0.07225947457485428,0.0957386844278127,0.15620181985562123,0.15302782708414261,0.10360173993520504,0.11284660132158895,0.1113071171210093,0.10129629996031747,0.03300029533830628,0.10274822313617304,0.10552585193315281,0.07158247934034515,0.10110635993662216,0.10989033246544476,0.13152806366622324,0.10242993488797654,0.13312526314353668,0.1019321346731437,0.19717604389890872,0.09779569406591847,0.10091869908760084,0.09232265167350043,0.10038043320757957,0.1338608329830988,0.11249097490646769,0.10354492283457505,0.0193537931718958,0.1050087112734202,0.09478676184868559
0.0326573164745543,0.09693874521993473,0.07805636941995127,0.11144540335170333,0.09309168338112275,0.07335734122075631,0.10030211304894457,0.1890876182203116,0.09969321974106467,0.06448768490357615,0.03252341624899285,0.15568913754755495,0.1137020750467282,0.0913586019837495,0.11949635715096209,0.07436325040142826,0.081959433918267,0.0958740186354964,0.11056869815170627,0.0995168066688073,0.11471273287382958,0.09448589976023546,0.11551304617457603,0.10239252562289965,0.17584035603696824,0.11274219023166396,0.11194582108633337,0.14849546905495944,0.07995923616077247,0.17158156300839336
0.09837193311874308,0.07801830635790408,0.15199135695697358,0.045859335314290456,0.11152787811488771,0.15819208281818112,0.07707603894941617,0.18477449321031209,0.02296389532683831,0.148968473648681,0.13209532121863868,0.14185938556352107,0.0,0.12154886723485414,0.084536473475742,0.07517702987633448,0.11857791210481006,0.15514754448630116,0.11923236914025456,0.1285223713713864,0.15484208776136182,0.024756790953322505,0.18424284236234204,0.13999774885634592,0.12125437229626561,0.09462215841936014,0.13964802924610795,0.12202178148005534,0.0,0.03947101151928657
0.06135949382162315,0.09498581235306254,0.14016558173531649,0.13109810358325827,0.13922101258748248,0.1774702238267068,0.1597553848059914,0.13091070265738994,0.08489977730190866,0.03745222862240009,0.12280093950802597,0.12481894438440168,0.05966698467484168,0.07619203196610026,0.06385621967993822,0.1127609744980771,0.011279015012588187,0.07804599648869805,0.14775493832376482,0.07989601083844013,0.04822854816837456,0.05189262572438362,0.13448080760157405,0.07737720006402765,0.119361443310188,0.1323329096078982,0.08690158020401399,0.17218665914166265,0.1282439928478526,0.09479574954699042
0.03938566806101551,0.08324934796213461,0.14050219379629705,0.12029633718853493,0.17620520135663384,0.08073726587498027,0.1504074082904388,0.1157400852600291,0.170895300075602,0.08975780907458593,0.0851915641458065,0.11450814290849744,0.05651888961712309,0.06793446595714574,0.09608722033198253,0.15568192694703203,0.07021641748546921,0.11354341575612396,0.12435995352006636,0.1152489162528462,0.1098766299470478,0.0787405605483941,0.07564002564510014,0.09244355948777049,0.10104065689631357,0.11995586123491117,0.13000340636342547,0.13677300182843005,0.09076125940680876,0.11030463563986276
