"(6, '1')","(7, '1')","(15, '1')","(18, '1')","(21, '1')","(23, '1')","(26, '1')","(27, '1')","(31, '1')","(32, '1')","(34, '1')","(38, '1')","(42, '1')","(44, '1')","(46, '1')","(50, '1')","(50, '2')","(52, '1')","(55, '1')","(59, '1')","(60, '1')","(62, '1')","(68, '1')","(69, '1')","(72, '1')","(75, '1')","(81, '1')","(84, '1')","(90, '1')","(92, '1')"
0.01983272031037413,0.12428168362724581,0.17346118602128816,0.12428168362724581,0.12428168362724581,0.08863589444493308,0.12428168362724581,0.12204687480234651,0.05013734763996683,0.12428168362724581,0.03981235358020388,0.16619447724877254,0.12428168362724581,0.12428168362724581,0.002835231986948794,0.12428168362724581,0.12428168362724581,0.12428168362724581,0.12428168362724581,0.12428168362724581,0.12428168362724581,0.03529109384795375,0.08482510386513245,0.12428168362724581,0.12428168362724581,0.10185289416466292,0.06714758660316134,0.15590119390141455,0.12428168362724581,0.12428168362724581
0.03113133954288945,0.1795945383126589,0.11817533844737461,0.1641795797067517,0.053253025240832606,0.0946224065012949,0.1333140326661238,0.02569449438693261,0.04284877700250209,0.12165725903025426,0.13341662366940446,0.09514088631301898,0.1221111256707517,0.1522595110699851,0.13301215792734764,0.1787178724491706,0.10336826760316592,0.115687952850939,0.09232365323695292,0.0041690091534066515,0.027531843931743117,0.09244711679884149,0.11922057618110145,0.11409453732290266,0.1521664043657028,0.09516787356231292,0.10776345619401932,0.16953332004124277,0.14928291707814292,0.09389914856494563
0.11990127814613463,0.06369735591790458,0.06031700632757365,0.036661105504552594,0.11917032030863309,0.15687742018814904,0.17751742581680685,0.09293626315985362,0.04498535031629097,0.041162574517085486,0.10264538296971995,0.17356000058179152,0.10509358407199684,0.15502086441178994,0.1567937237628321,0.10534889339130876,0.06131941342673852,0.15715520675822825,0.04114172282426324,0.14075551331362554,0.11568092092473978,0.04396192004487203,0.09692656578212087,0.07392623948736307,0.19211123580186545,0.12931542175915575,0.12278086640982357,0.1122476358503734,0.13688474494455838,0.12183906683671757
0.010354633445261344,0.10690532250072043,0.09379088147556126,0.10690532250072043,0.06851166307848636,0.10690532250072043,0.18645261926271986,0.07099248027992204,0.10690532250072043,0.12261785898956797,0.10690532250072043,0.14207127488437649,0.10690532250072043,0.10690532250072043,0.08429161385763921,0.06794627486251353,0.12152364118357899,0.14871039486316662,0.10690532250072043,0.10960154645379423,0.08456097633619784,0.09046708426509835,0.19893130906672077,0.09308310459029312,0.09983635066972017,0.109747460625687,0.10690532250072043,0.10690532250072043,0.11896578498087357,0.17595079623134346
0.02329138978284298,0.1277448087718886,0.14061957141266965,0.10350844796348621,0.141276494432624,0.12797167424753722,0.1553180553680894,0.10318835634526678,0.09893302676572428,0.03917966940990712,0.051482902950689705,0.18605410938937106,0.09098352058230864,0.09583791116467368,0.11151462549033941,0.12289365716142782,0.08057865542699376,0.17183523521060562,0.12815938687947215,0.10378729919169694,0.1232539601824,0.13400019704171004,0.09346137047776526,0.11097710934910292,0.06252004588376875,0.1538544134243272,0.1294648027938472,0.034777483398473766,0.11593400349745234,0.13659771805477766
0.04513276645677596,0.08408583698864165,0.17058681364545752,0.12064216199551248,0.1543986801095102,0.11132977227387846,0.1771026093133122,0.11327823408070135,0.06227766988715089,0.05448693385513268,0.08408583698864165,0.13186366643422257,0.13381212824104544,0.15275461838905485,0.1186828201572917,0.09625008324136317,0.1319161890854934,0.09240971473303693,0.08408583698864165,0.06227766988715089,0.0335591677534873,0.13186366643422257,0.12319648486207548,0.1543986801095102,0.1861147416536937,0.1186828201572917,0.048091103617408565,0.12145440070346712,0.09851073301094035,0.19023093293897225
0.047137110525139206,0.03889691727082538,0.13868067339517307,0.11047843579496631,0.10711631777624547,0.05323988011342641,0.14718653057218584,0.10698703441408881,0.10711631777624547,0.11116563772672722,0.1759595502054746,0.10436247745011448,0.1249050469019293,0.11180047212537826,0.11475615346513258,0.1894807571041537,0.10290832527152444,0.10564555859502812,0.012534276884427764,0.1322962257247367,0.10649073851957631,0.0718068023911851,0.13781630485643578,0.07866828006838864,0.18112249431506322,0.16085283773324538,0.19671028636238844,0.10564555859502812,0.08265837959119293,0.15986865514376813
0.08819612333421271,0.10421667310135711,0.13864519943023845,0.10268614505928461,0.10781421897047808,0.061327748717613526,0.09985527101432716,0.09189511045699991,0.057060690491477946,0.10562404271545896,0.1095102653733046,0.10781421897047808,0.1083861119912511,0.10787120871762167,0.11181570331615179,0.057432961156749306,0.1769203618308995,0.10408538207991488,0.10781421897047808,0.10020854232420888,0.09387369294152065,0.011860118556045282,0.13962517215575718,0.10781421897047808,0.1938790861322866,0.10388104298598627,0.07470705990829765,0.0839376447300161,0.17544914525371558,0.14883959423606133
0.03199736661211312,0.10967725435032491,0.14829060142755796,0.06184166448447892,0.11213077109169764,0.10389307513871678,0.11796065972742185,0.05161598700794255,0.10895779174336048,0.0847970907406829,0.1105184878165204,0.10757213463328298,0.10994597454047811,0.11656403816325667,0.0979052078877925,0.09897170939972584,0.11272534839798741,0.09418932685852781,0.19025255496134844,0.12321062089263177,0.023641433865138166,0.12192178826973446,0.1319989393613778,0.12829320050565376,0.17439067532511032,0.12321062089263177,0.17875715053881056,0.08012401378688891,0.14339150513300078,0.09862377088500099
0.04922215536428469,0.1598348735021674,0.08559975840033932,0.19576939453904096,0.04611876225189385,0.10258000532564923,0.10477396593894618,0.153974105929754,0.0745286087762711,0.15944697431151467,0.08024977550804392,0.11964341657459585,0.14632983357074444,0.10783421014611463,0.004848671071578513,0.08208745370176573,0.15318883240578884,0.05086402376556629,0.05683335140229772,0.08617564327086571,0.01905750517305677,0.03630475397806236,0.16579362611706402,0.153974105929754,0.15233443151856396,0.15318244240766005,0.11618169677734483,0.1799534792444109,0.12747564949847048,0.08847869937229058
0.04290830583721913,0.1329553343994163,0.07825103399626285,0.08580218377068735,0.028719184799389254,0.10815284503343203,0.1548895230818931,0.15610606054093,0.027028998186777092,0.016381779602022,0.021066424593214526,0.1788054433849274,0.11690456725830953,0.0584113841546246,0.13773927906452216,0.056721645285660406,0.07711284075580982,0.14331421541669234,0.13450093853155898,0.14158737726365137,0.11238508855723311,0.04349862967895949,0.10519342629966551,0.12272081280052713,0.19481793131515657,0.07019554094676675,0.11661296904443891,0.09572927305788909,0.17945462417263516,0.11906727431698337
